text,polarity,magnitude
"I shall not change my mind, whatever happens.",-1,0.4
"Hey, what happened?",-1,0.6
Please keep me informed.,-1,0.1
"If something happens, feel free to call me.",1,0.1
I have some idea of what happened.,-1,0.7
What is happening?,-1,0.8
"Please tell me what happened off the record, of course.",-1,0.9
Is anything up?,-1,0.3
Anything new?,-1,0.2
Did you notice any change?,-1,0.5
"Well, you have only to ask for his help.",1,0.3
There is no point in pretending to be sick.,-1,0.9
We cannot conceive science without a hypothesis.,-1,0.4
I have false nearsightedness.,-1,0.6
Attached is the tentative agenda.,-1,0.2
You'll need a temporary bridge.,-1,0.7
"If it were to rain tomorrow, the match would be postponed.",-1,0.2
"If you were to win the lottery, what would you buy with the money?",-1,0.7
"Were the earth to stop revolving, what do you suppose would happen?",-1,0.4
"If the sun were to rise in the west, I wouldn't change my mind.",-1,0.4
What would you do if war were to break out?,-1,0.6
"If I were to be born again, I would be a musician.",-1,0.1
"If I were to tell you the truth, you would be surprised.",-1,0
"If I should be late getting home, please don't wait up for me.",-1,0.4
"If we were to live on the moon, how large would the earth look?",-1,0.1
"Were I to die, who would look after my children?",-1,0.4
"If I were you, I would go home and take a good rest.",1,0.5
"Even if I grant that what you say is true, it is no excuse.",-1,0.9
"Granted that you are right, we still have to persuade him first.",1,0.1
"If I were to go abroad, I would go to France.",1,0.2
"If he wants to succeed at all, he must work harder.",1,0.3
"Whatever is worth doing at all, is worth doing well.",1,0.9
Suppose that pigeons have something in their heads which can feel the power lines.,-1,0
"Granting that it is so, what follows?",1,0.5
"If I were to tell you the whole truth, you would be amazed.",1,0.7
"If UFOs were to attack the earth, what would become of us?",-1,0.2
Fossil fuels won't be available forever.,-1,0.5
I got a rash from cosmetics.,-1,0
Fossil fuel prices shot through the roof.,1,0.1
Ayako's skin is sensitive to chemicals.,-1,0
Chemical products account for approximately two-thirds of our exports.,-1,0.7
Chemical companies are waiting until everything dies down before reinvesting.,-1,0.8
I have some acquaintance with chemistry.,1,0.1
I would like to consider the implications we can draw from the application of Emmet's theory to chemistry.,1,0.1
He is a mean fellow.,1,0.2
Here's some medicine for diarrhea.,-1,0.7
I have a touch of diarrhea.,-1,0.7
I have diarrhea.,-1,0.7
My lower abdomen feels bloated.,-1,0.9
He haunts the lowest resorts.,-1,0.5
Did you do your homework? The meeting is only two days away.,-1,1
I got soaked to the skin.,-1,0.8
You can wear your undershirt.,1,0.3
Translate the underlined part.,1,0
Correct the underlined words.,1,0.3
Translate the underlined sentences.,1,0.1
The drain is running freely.,-1,0.2
The drains are blocked up.,-1,0.9
The boarders are now away on vacation.,-1,0.6
A bad workman quarrels with his tools.,-1,0.7
Take care not to make a foolish move.,-1,0.8
A bad workman complains of his tools.,-1,0.5
A bad workman always blames his tools.,-1,0.7
We wish to advise you of the following price reductions.,1,0.7
We shipped the following to you last week.,1,0.8
I'd like a quote on the following.,-1,0
"Simply follow the instructions below, and in no time you will be printing full color documents just as easily and quickly as black and white.",1,0.6
The Representative said he will put a brake on spending.,-1,0.3
The House cut the budget for foreign aid.,1,0.3
The Congressmen rammed the bill through committee.,1,0.2
Go downstairs and have a wash.,1,0.2
See below.,-1,0.5
Can you see something red down below?,-1,0.1
"Sign at the bottom, please.",-1,0.5
"Turn down the volume, please.",-1,0.4
Reading aloud was a great effort to him.,1,0.6
What passion cannot music raise and quell?,-1,0.8
I hope there are some music clubs.,1,0.6
I am interested in listening to music.,1,0.5
Not a sound was to be heard in the concert hall.,-1,0.9
The concert was well attended.,1,0.5
The concert was a great success.,1,0.6
The concert will take place next Sunday.,1,0.1
The concert concluded with the National Anthem.,-1,0
There were many late arrivals at the concert.,-1,0.6
The musician shook his head and pushed his little piano away.,1,0
A musician can appreciate small differences in sounds.,1,0.3
Musicians are usually sensitive to criticism.,1,0.6
Did you come from a musical family?,-1,0.2
The musician left his family poor.,-1,0.9
Do you know when the musician will come here?,-1,0.3
Who that understands music could say his playing was good?,1,0
I came to this country for the purpose of studying music.,-1,0.2
I cheered myself up by listening to music.,1,0.1
Try to reproduce the music in your mind.,1,0.2
It is a lot of fun to listen to music.,1,0.5
Do you like listening to music or singing songs?,-1,0.5
I listen to music.,1,0.5
Let's listen to some music.,1,0.4
Music has settled her nerves.,-1,0.5
Music has charms to soothe a savage breast.,1,0
Few things give us as much pleasure as music.,1,0.7
"Music gives sound to fury, shape to joy.",1,0.5
Music feeds our imagination.,1,0.3
Music is a common speech for humanity.,-1,0.1
Music gratifies the ears.,1,0.1
Music makes our life happy.,1,0.8
The music added to our enjoyment.,1,0.6
Music affords us much pleasure.,1,0.9
Music surrounds our lives like air.,1,0.4
Music moves the feelings.,-1,0.1
Are you fond of music?,-1,0.4
Nobody is equal to this young woman in the field of music.,-1,0.1
Our music teacher advised me to visit Vienna.,1,0.5
The importance of music is underrated.,1,0.9
You have good taste in music.,1,0.8
Musical talent usually blooms at an early age.,1,0.1
Musical talent can be developed if it's properly trained.,-1,0.2
Talent for music runs in their blood.,1,0.4
Who that understands music could say his playing is good?,1,0.3
How do I fix the volume?,-1,0.7
Music is universal.,1,0
They were dancing with the music.,1,0.6
"With regards to music, he is one of the most famous critics.",1,0.1
Tastes in music vary from person to person.,1,0.5
Music and art can greatly contribute to the enjoyment of life.,1,0.6
"Talking of music, what kind of music do you like?",1,0.1
When it comes to music I have no ear for it.,-1,0.6
"In music or speaking, a pause is frequently used for dramatic effect.",-1,0.2
The music made the show.,-1,0
I hear music.,-1,0
He yields to nobody in love of music.,1,0.2
"Above the music, I could hear her crying.",1,0.4
"Were it not for music, the world would be a dull place.",-1,0.9
"If not for music, the world would be a dull place.",-1,0.9
Still waters run deep.,1,0.3
"No music, no life.",-1,0.8
Don't make any noise or you'll scare the birds away.,-1,0.5
"Don't make any noise, I'm studying.",-1,0.3
Don't make a noise.,-1,0.7
Can you keep the noise down?,1,0.2
Leaves were dropping silently to the ground.,-1,0.8
The noise was deadened by the insulation.,-1,0.2
The music gradually died away.,-1,0.3
"The noise grew fainter, till it was heard no more.",-1,0.5
"The sound became fainter and fainter, till at last it disappeared.",-1,0.8
Sound travels very quickly.,1,0.4
A talking dictionary is no longer a fantasy.,-1,0.6
Silent waters run deep.,1,0.3
There are a few yachts on the calm sea.,1,0.3
The thermometer reads three degrees below zero.,-1,0.8
The thermometer stood at 37 degrees centigrade.,-1,0.3
The thermometer is an instrument for measuring temperature.,-1,0.3
The thermometer stood at 15 degrees.,-1,0.4
The thermometer reads 10C.,-1,0
The thermometer stands at 70.,1,0
What is the temperature?,-1,0.3
It is difficult to adapt oneself to sudden changes of temperature.,-1,0.8
The temperature falls.,-1,0
Many plants and crops grow here thanks to the mild climate.,1,0.7
The hot spring will do you good.,1,0.5
They say you should consult the past if you want to learn about the future. History has a lot to teach us.,-0.3,0.3
Can I fix you a hot drink?,-1,0.2
There's nothing like a good hot bath.,-1,0.6
I want to eat warm soup.,1,0.1
Let's eat while the food is warm.,1,0.6
"I'm looking for a warm, woolen skirt.",1,0.8
It is beneath my dignity to ask a favor.,-1,0
You bit the hand that fed you.,1,0.1
Wholesale prices had been basically flat.,-1,0.3
The wholesalers might try to back out of the deal.,-1,0.3
Don't put me in the same class with them.,-1,0.3
Don't fall in love because we hate you still.,-1,0.6
Cleanse me! Release me! Set me free!,1,0.9
You left me in despair.,-1,0.2
Do you enjoy making me feeling like the dead?,-1,0.4
Don't make light of me.,-1,0.5
I guess I've reached the age where I have to dispense advice to my underlings.,1,0
Am I slipping?,-1,0.2
Was I really boring?,-1,0.9
I have her in my pocket.,1,0.1
I gotta keep on movin'.,1,0
How should I know?,-1,0.4
I never hear anything.,-1,0.8
I am just a castaway on an island lost at sea.,1,0
I will not be dictated to by some idiot in the personnel department.,-1,0.9
I think you and he wanna be alone.,-1,0.1
I'm a free man.,1,0.3
I'm living in the city.,1,0.4
Was I wrong?,-1,0.7
I don't wanna clean up dog shit.,-1,0.9
I am incomplete.,-1,0.6
I'm a hero.,1,0.1
I cried all night long.,1,0.2
I'm a zero.,-1,0.8
I gotta try to do my best.,1,0.6
I play in a band.,1,0
I have a strong backhand.,1,0.1
There's nothing I can do.,-1,0.6
I'm playing a TV game.,1,0
Alone in this world I'll be.,1,0.3
"Boy I, I really must have passed out.",1,0.8
I've got something on you.,1,0
I'm not going to be pushed around by you or anyone else.,-1,0.3
I'm just a boy who makes mistakes.,-1,0.2
You can not pull the wool over my eyes.,-1,0.6
I'm not talking to you; I'm talking to the monkey.,-1,0.4
Be my right-hand man.,1,0.1
Don't play hard to get with me.,-1,0.8
Don't worry about me.,1,0.5
"I waver in my mind, a place just for me.",1,0.4
Won't you hear my thoughts?,-1,0.9
Don't put it on my desk.,-1,0.5
My love has gone far away.,-1,0.8
My papa said no.,-1,0.9
Leave me alone!,-1,0.2
I love that chair.,1,0.9
It's my CD.,1,0.9
Let me handle this.,-1,0
Are you talking to me?,-1,0.3
Keep away from me.,-1,0.8
It suits me.,1,0.8
My job search is really going rough. I don't have any connections.,-1,1.4
I'm so unimportant and insignificant.,-1,0.9
I can hear the sound in your mind.,1,0.1
I can't do it.,-1,0.8
I have a card up my sleeve.,-1,0
You don't... you don't talk to me like that.,-1,0.8
"I am a lucky budgie, aren't I?",-1,0.7
"If I were prime minister, I'd give Clinton a good talking to.",-1,0.5
I feel something.,1,0
It's you I'll always love.,1,0.8
Do you find it funny that I feel this way?,-1,0.4
"I have chubby fingers, so I can't use a small keyboard.",-1,0.6
"I prefer cakes or candies to alcohol, but I do drink.",-1,0
"I'd rather go by train. I have a license, but no real driving experience, so I'm not very sure of myself behind the wheel.",-1,0.9
Lady Otohime gave Urashima Taro a beautiful Tamate-box.,1,0.7
He makes young girls' hearts flutter.,1,0.3
Any result obtained through the execution of the Commissioned Business shall belong to each party hereto.,-1,0.7
Oysters don't agree with me.,-1,0.8
His bread is buttered on both sides.,-1,0.4
Cowards die many times before their deaths.,-1,0.6
"With a weak beat, it continues to bleed.",-1,0.5
The timid man trembled with fear.,-1,0.1
It was too nice a day to stay inside.,-1,0.8
You can see for miles from the roof.,1,0.5
Let's clear out the attic.,1,0.1
He says he must get rid of the mice that are in the attic.,-1,0.3
Dust had accumulated in the attic.,1,0
There's ample room in the attic.,1,0.7
The roof was damaged by the storm.,-1,0.7
The roof is really in need of repair.,1,0.3
The roof was blown off by the explosion.,-1,0
The roof is shining in the sun.,1,0.3
The roof was torn off by the gale.,-1,0.8
The roof declines at a sharp angle.,1,0.2
The roof was dripping.,-1,0.5
We have to clear the snow off the roof.,1,0.3
"That house, the roof of which is red, is my uncle's.",1,0.1
Look at the house with the red roof.,1,0.3
I saw the moon above the roof.,1,0.4
I see a bird on the roof.,1,0.1
The bird on the roof is a crow.,-1,0.7
I cleared the roof of snow.,1,0.6
What is the name of the building whose roof you can see?,-1,0.4
The house whose roof you can see is Mr Baker's.,1,0.1
Rain was pattering on the roof.,1,0.1
"The staircase leading to the rooftop is narrow, steep, and dark.",-1,0.2
What is that building with the green roof?,-1,0.4
The house whose roof is green is mine.,1,0.2
The house with the damaged roof has been repaired.,1,0.2
That's Tom's house with the red roof.,1,0.2
The tile which fell from the roof broke into pieces.,-1,0.8
We saw the bird when we visited Okinawa.,1,0.2
How many hours does it take to go to Okinawa by plane?,-1,0.5
Are you aware that Okinawa is closer to China than to Honshu?,-1,0.5
Okinawa has a fine climate all year round.,1,0.4
How long does it take to reach Okinawa?,-1,0.3
Is Okayama a big city?,-1,0.2
I've never been beyond Okayama.,-1,0.7
Who's the girl in a yellow raincoat?,-1,0.2
There is a yellow rose.,-1,0.4
The king turned out to be naked.,-1,0.4
There's a rich man sleeping on a golden bed.,1,0.1
The king will appear in person tomorrow evening.,-1,0.2
The King invited not only us but also a lot of other people.,1,0.1
The king ordered that the prisoner should be set free.,-1,0.3
The king went hunting this morning.,1,0
Long live the King!,1,0.8
The queen stood beside the king.,1,0
The princess couldn't help laughing at him.,-1,0.5
The royal wedding was a great spectacle.,1,0.8
The royal family lives in the Imperial Palace.,1,0.1
The prince bowed down to Snow White.,-1,0.8
The prince was changed into a frog.,-1,0.6
The prince fell in love with a woodcutter's daughter.,1,0.8
The prince was changed into a tree by magic.,-1,0
The prince was turned by magic into a frog.,1,0.1
The prince has set out on a long journey.,1,0.2
The prince was lost in the woods.,-1,0.8
The prince made it known all over the land that he would marry the poor girl.,-1,0.8
The prince was confined in the castle for three years.,1,0.1
The prince succeeded to the throne.,1,0.1
Kingdoms and small countries then developed.,-1,0.7
I succeed to the throne.,1,0.1
There was a time when kings and queens reigned over the world.,1,0.1
The knight swore an oath of allegiance to the king.,-1,0.5
The king created him a peer.,1,0.2
The king crushed his enemies.,-1,0.1
The king was famous for his splendid palace.,1,0.8
The king imposed heavy taxes on the people.,-1,0.7
The king exacted taxes from his people.,1,0
The king was executed.,-1,0
The king ruled his kingdom justly.,1,0.4
The king imposed heavy taxes on his people.,-1,0.6
The king abused his power.,1,0.1
The king was stripped of his power.,-1,0.7
The king was shorn of his power.,1,0
The King was assaulted by terrorists.,-1,0.9
The king was greatly entertained by the music.,1,0.8
The king subjected all the tribes to his rule.,-1,0.3
Kings have long arms.,1,0
What the king says is always absolute.,-1,0.5
The royal palace was built on a hill.,1,0.1
Mr. Oh came to Japan to study Japanese.,1,0.3
Mr Wang is from China.,-1,0.4
The king governed the country.,-1,0
"In Europe and America, people regard punctuality as a matter of course.",1,0.3
In Europe and America they regard the dog as a member of the family.,1,0.5
European currencies weakened against the dollar.,-1,0.9
The EC's Twelve are working out a compromise on farm-price.,1,0.7
"Learning lessons from Europe, Japan has to switch its economic-oriented policy to a consumer-conscious one, in order to cope with the coming unprecedented aging society towards the 21st century.",1,0.7
Is this the right way to Yokohama Station?,-1,0.1
Yokohama is a beautiful port town.,1,0.7
Yokohama is one of the largest cities in Japan.,1,0.1
Yokohama is the second largest city in Japan.,1,0
Yokohama is the city in Japan with the second largest population.,1,0.1
The population of Yokohama is larger than that of Osaka.,1,0.2
Yokohama is a city where more than three million people live.,-1,0
A car lying on its side blocked the passage.,-1,0.7
I sleep on my side.,1,0
Lie down and rest for a while.,1,0
Lie down and make yourself comfortable.,1,0.2
We found the beds quite comfortable.,1,0.8
Don't cut in with your remarks.,-1,0.8
"Push the button, please.",-1,0.8
The door gave to my pressure.,-1,0
Push the door open.,-1,0.7
Please fill in the application form and send it back by November 2nd.,-1,0.7
Delete his name from the list of the applicants.,-1,0.8
Applicants were requested to submit their resumes.,-1,0.6
Applicants must be under thirty years old.,1,0
Apply within.,-1,0.3
I need first aid.,1,0
Is there anybody who knows first aid?,-1,0.1
I want to go and cheer.,1,0.3
Please back me up!,-1,0.9
I'm really irritable lately. My favorite soccer team is in a slump.,0.3,1.3
Did you buy a round trip ticket?,-1,0.2
I bought a round-trip ticket.,1,0.4
What's the round-trip fare?,-1,0.4
I got slapped on both cheeks.,-1,0.9
Round trip or one-way?,-1,0.4
Is your wife a good cook?,-1,0.1
How's your wife?,-1,0.3
Please say hello to your wife for me.,-1,0.4
Send my greetings to your wife.,1,0.2
"May I take your size, madam?",-1,0.2
I'd like to speak to the lady of the household.,-1,0
Where's your better half?,-1,0.6
My back tooth has chipped.,-1,0.9
How is the wife?,-1,0.4
How can you be so indifferent to your wife's trouble?,-1,0.8
His wife leads him by the nose.,-1,0.3
Please say hello to your wife.,-1,0.5
"After his wife left him, Harold went nuts.",1,0.2
It's an awful shame your wife couldn't come.,-1,0.9
"When his wife died, he received dozens of letters of sympathy.",-1,0.3
I think his wife is going out of town.,-1,0.2
Your wife is mad at you.,-1,0.3
Imagine that you have a wife.,1,0.1
My nephew was accustomed to sitting up late.,-1,0.3
A nephew is a son of one's brother or sister.,1,0.2
Pollution has a disastrous effect on the ecology of a region.,-1,0
"As a result of pollution, the lake is without any form of life.",1,0.2
Pollution is damaging our earth.,1,0.1
Down with corrupt politicians.,-1,0.8
Shall I help you with washing-up?,-1,0.1
Please clean the dirty floor.,-1,0.6
Never rub the eyes when the hands are dirty.,-1,0.6
You may take the book home so long as you don't get it dirty.,-1,0.9
You may take this book as long as you keep it clean.,1,0.3
Don't handle my books with dirty hands.,-1,0.9
You should clean your dirty room.,1,0.3
"When the trusted confidant of the person who conducted a hostile takeover of the company betrayed him, it was a sort of retributive justice.",-1,0.8
I saw a dirty dog coming into the garden.,-1,0.6
Don't wash your dirty linen in public.,-1,0.9
Maintaining a high salt diet may contribute to high blood pressure.,-1,0
How do you feel?,-1,0.5
Salt water is more buoyant than fresh water.,-1,0.3
Did you put in any salt?,-1,0.1
Would you be kind enough to pass the salt?,1,0
"Pass me the salt, please.",-1,0.6
Will you pass me the salt?,1,0.5
"If you are done with the salt, please pass it to me.",-1,0
"Pass me the salt, will you?",-1,0.6
Would you pass me the salt?,1,0.2
"Can you pass me the salt, please?",-1,0.1
He asked me to pass him the salt.,-1,0.3
"Would you pass me the salt, please?",-1,0.2
The addition of salt greatly improved the flavor.,1,0.9
The excessive use of salt should be taboo.,-1,0.6
"Could you pass me the salt, please?",-1,0.3
Please pass me the salt.,-1,0.5
"Pass me the salt, would you?",-1,0.6
"Would you pass the salt, please?",-1,0.3
Salt is necessary for a cook.,-1,0
Salt is necessary for cooking.,1,0
Salt is a useful substance.,-1,0.4
Salt is sold by weight.,1,0
Salt is used to season food.,1,0.1
Salt helps stop food from perishing.,-1,0.4
Salt helps to preserve food from decay.,1,0.8
Salt preserves fish from decay.,1,0
We cannot do without salt even for a single day.,-1,0.1
"Pass me the salt and pepper, please.",-1,0.7
We season with salt.,1,0.1
"I wanted some salt, but there was none in the jar.",-1,0.5
Is there any salt left?,-1,0.2
There is no salt left.,-1,0.7
He should have bought some pencils.,1,0.1
Put down your pencil.,-1,0.4
Put down your pencil and listen to me.,1,0.1
May I use your pencil? Any one will do.,-1,0.2
How many dozen pencils do you have?,-1,0.4
I bought a dozen pencils today.,-1,0
I've lost my pencil.,-1,0.2
I have lost my pencil.,-1,0.4
Have you got a pencil?,-1,0.3
Pencils are sold by the dozen.,-1,0
The point of the pencil has become dull.,-1,0.8
Please write with a pencil.,-1,0.6
"Write with a pen, not with a pencil.",-1,0.4
Please write your name with a pencil.,-1,0.5
I need a pencil. Can I use one of yours?,-0.7,0.1
My pencil fell off the edge of my desk.,-1,0.8
Please give me a pencil and some sheets of paper.,-1,0.7
Lead bends easily.,-1,0.3
"Which is heavier, lead or gold?",-1,0.3
Thank you very much for coming so far as see me off.,1,0.9
How kind you are to come all the way to see me off!,-1,0.5
Thank you very much for coming so far to see me off.,1,0.9
Go ahead and talk.,1,0
Please feel free to use my dictionary.,1,0.3
Please feel free to ask me questions.,1,0
Please feel free to express yourself.,1,0.4
I'll give you a piece of my mind.,-1,0
Please help yourself to the cake.,-1,0.3
"Don't be shy about talking to the teacher; if you don't understand, use some initiative!",-1,0.4
Never hesitate to have time off whenever you want.,1,0.6
Don't hold back.,-1,0.9
Don't hesitate to ask for advice.,1,0.6
Not really. I like hiking better than fishing.,0,1.7
We were glad when we saw a light in the distance.,1,0.7
We felt relieved when we saw a light in the distance.,1,0.6
We saw a castle in the distance.,1,0
We saw a little light in the distance.,1,0.2
I saw a town in the distance.,1,0.1
In the distance there stood a dimly white lighthouse.,-1,0
We can see the island in the distance.,1,0.2
"Because it is distant, it is painful by bicycle.",-1,0.8
The picnic was called off because of the rain.,-1,0.4
The picture looks strange because it has no perspective.,-1,0.9
I'm afraid my depth perception is very poor.,-1,0.9
Please stop beating around the bush and come straight to the point.,-1,0
Don't beat about the bush.,1,0.5
Don't beat around the bush; tell me who is to blame.,1,0.6
Stop beating around the bush and get to the point.,-1,0.2
Stop beating around the bush and tell me what happened.,-1,0.6
"Instead of beating around the bush, Jones got straight to the point.",1,0.4
I sounded him out about his views.,-1,0
I had not gone far before it began to rain.,-1,0.8
We had not gone far before we saw the road blocked by a truck.,-1,0.8
We can see distant objects with a telescope.,1,0.1
Distant things look blurred.,-1,0.8
I saw a house in the distance.,1,0
Reach out and touch someone.,-1,0.1
I saw a light far away.,-1,0.8
I saw land in the distance.,1,0
We can see Mt. Fuji in the distance.,1,0.2
Mt. Fuji could be seen in the distance.,1,0
I saw a light in the distance.,1,0
I could see Tokyo Tower far away.,-1,0.7
We saw an island in the distance.,1,0
We saw the tower in the distance.,1,0
We saw a bird in the distance.,1,0
We could see the lights of the town in the distance.,1,0.2
We could see the ship in the distance.,1,0
I saw a cottage in the distance.,1,0.1
Shots were heard in the distance.,-1,0.6
We saw a mountain in the distance.,1,0
You can see the ancient ruins in the distance.,-1,0.4
A church spire could be seen in the distance.,1,0.2
A fire was seen to blaze up far away.,-1,0.8
There was something moving in the distance.,-1,0.1
We saw a dim light in the distance.,1,0
I made out a tower in the distance.,1,0
I heard it thunder in the distance.,1,0
Little lights were blinking on and off in the distance.,-1,0
We heard shots in the distance.,1,0
They heard a gun go off in the distance.,-1,0.4
We heard tigers roaring in the distance.,1,0
Can you see far?,-1,0.2
I heard someone calling me from a distance.,-1,0.2
I saw a figure approaching in the distance.,1,0
"Seen from a distance, the hill looks like an elephant.",-1,0.9
"Seen from a distance, it looked like a human face.",-1,0.7
"Seen from distance, the rock looked like a human face.",-1,0.8
"Viewed from a distance, the island looked like a cloud.",1,0
"Seen from a distance, the big rock looks like an old castle.",-1,0.4
"Seen from a distance, the stone looks like a human face.",-1,0.6
"Seen from a distance, this mountain looks like Mt. Fuji.",-1,0
The small island looked like a tortoise from a distance.,-1,0.4
In the distance you can see Mt. Fuji through the morning mist.,1,0
We saw the gleam of a distant lighthouse.,1,0.6
There were almost no railroads out west.,-1,0.8
Thank you very much for coming all the way to see me.,1,0.8
I heard a dog barking in the distance.,-1,0
Marriage is made in heaven.,1,0.9
Don't say such a thing.,-1,0.6
We sprinkle salt for purification.,1,0.7
Marriages are made in heaven.,1,0.9
It's bad luck to say that.,-1,0.8
Even the worthy Homer sometimes nods.,1,0.5
He is an unsung hero.,1,0.1
Monkeys climb trees.,1,0
Don't be a copycat.,-1,0.8
He was scared when the monkey jumped at him.,1,0.1
Monkeys can learn a lot of tricks.,1,0.1
The monkeys are grooming each other.,1,0
It is easy for a monkey to climb a tree.,1,0.7
A monkey is climbing up a tall tree.,1,0.3
The forest is teeming with monkeys.,1,0.1
A chimney carries smoke from a fireplace to the outside.,1,0.2
The chimney began to give out smoke.,-1,0.9
Black smoke came out of the chimney.,-1,0.5
Smoke was rising from the chimney.,-1,0.1
Smoke is rising from the chimney.,-1,0.2
The smoke poured out of the chimney.,-1,0.4
Keep your cigarettes dry.,1,0.1
Please put your cigarette out.,-1,0.7
Smoking is harmful to the health.,-1,0.2
Smoking is a bad habit.,-1,0.6
Too much smoking tends to injure the voice.,-1,0.8
Avoid smoking excessively.,-1,0.9
You'd better break off smoking.,-1,0.6
Smoking is harmful to your health.,-1,0.2
How many cigarettes am I allowed to take back duty free?,-1,0.7
I have a sore throat because of too much smoking.,-1,0.6
Will you give me a light?,1,0.1
Don't forget to extinguish your cigarette.,-1,0.4
Smoking began to tell on his health.,-1,0.7
The smoke ascended into the air.,1,0.1
The smoke went upward through the chimney.,-1,0.7
There is no fire without smoke.,-1,0.3
Where there is smoke there is fire.,-1,0.8
The smoke made our eyes water.,-1,0
I can't be around smoke.,-1,0.3
The smoke blew away.,-1,0.7
The smoke is rising in the air.,-1,0
Turn the flame down low.,-1,0.1
Fire devoured the forest.,1,0.6
The concert began with a piano solo.,-1,0.4
Concert tickets are on sale at this office.,1,0.1
There was a large audience at the concert.,-1,0.5
"After the concert, the crowd made for the nearest door.",1,0.1
The concert is about to start.,1,0
I'm all in a dither about the concert.,1,0
The audience clapped when the concert was over.,-1,0.5
The performance was almost over.,-1,0.4
It's a lot of fun making people laugh while giving a speech.,1,0.8
The speaker tried to incite the people to rebellion.,-1,0.6
The speaker aroused the anger of the audience.,-1,0.4
The speaker swaggered into the lecture hall.,1,0
François gave a speech.,-1,0.1
The speaker banged the table with his fist.,-1,0
I had little time to prepare the speech.,1,0
A person giving a speech should stand where everyone can see him.,1,0.4
The speaker should stand where everyone can see him.,1,0.4
I got more and more bored as the speech went on.,-1,0.1
We're going to the theater.,-1,0
I'd like to see a play. Do you have any information?,-0.9,0.5
"Do you enjoy plays, films, and such?",-1,0.5
Action!,1,0.6
The coast was warned against a tsunami.,-1,0.7
Sail along the coast.,1,0.4
Nobody else offered to help.,-1,0
His pride didn't allow him to ask for help.,-1,0.5
I need somebody to help me.,-1,0.1
I am very grateful to you for your help.,1,0.9
Hatred is never appeased by hatred in this world.,-1,0.1
There was a continuous line of cars.,1,0
Procrastination is the thief of time.,-1,0.8
The banquet was in full swing.,1,0.2
And the master of the banquet tested the water that had been turned into wine.,1,0.1
Gardening has been popular for some years.,1,0.3
Can you give me the definition of a cone?,-1,0.1
The Maruyama river flows through Kinosaki.,1,0.2
Maruyama Park is a place where a lot of people gather.,-1,0.2
The strong yen was advantageous to our company.,-1,0
The strong yen is acting against Japan's export industry.,-1,0.8
How to overcome the high value of the yen is a big problem.,-1,0.7
The strong yen was a fatal blow to the company.,-1,0.9
The yen is rising and the dollar is falling.,-1,0.9
The influence of the strong yen on the Japanese economy has become very serious.,-1,0.6
The yen's appreciation accelerated the decline of that company.,-1,0.4
Does depreciation of the yen give rise to inflation?,-1,0.9
Draw a circle.,-1,0.2
The yen is still low against the dollar.,-1,0.8
Can I exchange yen for dollars here?,-1,0
I exchanged yen for dollars.,-1,0.3
Is there a bank where I can exchange yen for dollars?,-1,0.4
Please exchange yen for dollars.,-1,0.6
The yen is weaker than the dollar.,-1,0.9
The yen rose to the dollar.,-1,0
The yen appreciated 10 percent against the dollar.,1,0.4
"The yen was revalued upward against the U.S. dollar from a rate of 360 yen against the dollar to 308 yen on December 18, 1971.",-1,0.6
The value of the yen has risen greatly.,1,0.2
The value of the yen has soared.,1,0.3
I'd like to know the exact exchange rate for yen.,-1,0
The yen is expected to lose value against the dollar.,-1,0.4
The bookstore across from the station is very large.,-1,0.6
I heard someone in the crowd outside the station call my name.,-1,0.1
There is a bank in front of the station.,-1,0.1
There is a large parking lot in front of the station.,-1,0.1
A lot of bicycles are illegally parked in front of the station.,-1,0.9
I ran into an old friend of mine outside the station.,-1,0.5
I got a taxi in front of the station.,-1,0
It's foolish taking a taxi when you can easily walk to the station.,-1,0.8
"It's too far to walk to the station, so let's take a bus.",-1,0.6
It is about ten minutes' walk to the station.,-1,0.6
How long does it take to walk to the station?,-1,0.5
Shall we walk to the station?,-1,0.3
It's an hour's walk to the station.,-1,0.4
It's ten minutes' walk to the station.,-1,0.7
We ran on as far as the station.,1,0
I had to run to the station.,-1,0
Can you give me a ride to the station?,-1,0.1
Let me give you a lift as far as the station.,1,0
Will you give me a lift to the station?,1,0.1
Could you give me a lift to the train station?,-1,0.2
How long will it take me to walk to the station?,-1,0.6
It is no more than a mile to the station.,-1,0.4
It's a long way to the station.,-1,0
It's about ten minutes to the station by bus.,-1,0.4
How far is it to the station?,-1,0.1
The station is pretty far.,1,0.5
It is more than 3 kilometers to the station.,-1,0.3
I rode with her as far as the station.,1,0.1
Could you please tell me how to get to the station?,-1,0.3
Will you tell me the way to the station?,-1,0.2
Please be so kind as to show me the way to the station.,-1,0.3
I don't feel up to running to the station.,-1,0.3
It will take me 20 minutes to get to the station by taxi.,-1,0.3
I managed to catch the 8 o'clock train by running all the way to the station.,-1,0
I'll show you to the station.,-1,0.2
We arranged that a car meet you at the station.,1,0.2
I'll accompany you to the station.,-1,0
I will go along with you as far as the station.,1,0.2
Can you give me a lift to the station?,-1,0
Allow an hour to get to the station.,-1,0.3
It takes you an hour to go to the station on foot.,-1,0.8
Could you give me a ride to the station?,-1,0.2
It took five minutes to get to the station.,-1,0.5
I got to the station only to find that the train had just left.,-1,0.1
"Arriving at the station, he found his train gone.",-1,0.2
I have been to the station.,1,0
